epoch,accuracy,loss,val_accuracy,val_loss
0,0.9829186201095581,0.07234621047973633,0.995012640953064,0.020683353766798973
1,0.9962061047554016,0.01784610189497471,0.9970134496688843,0.014521646313369274
2,0.9972313642501831,0.011646438390016556,0.9974054098129272,0.009308217093348503
3,0.9973000884056091,0.008777879178524017,0.9974112510681152,0.007925099693238735
4,0.9972869157791138,0.007856473326683044,0.9974492788314819,0.007288276217877865
5,0.9974828958511353,0.007312708999961615,0.9974405169487,0.006810334511101246
6,0.9977286458015442,0.006876868661493063,0.9980196952819824,0.006396593060344458
7,0.997886598110199,0.0065014720894396305,0.9981220364570618,0.006137219723314047
8,0.9979246258735657,0.006189113482832909,0.9980167746543884,0.0057622347958385944
9,0.9979568123817444,0.005884053651243448,0.9979991912841797,0.0055253393948078156
10,0.9979758262634277,0.005635129287838936,0.9979904294013977,0.005318269599229097
11,0.998012363910675,0.005372157320380211,0.9981864094734192,0.0050938124768435955
12,0.9980548024177551,0.005122403148561716,0.9981922507286072,0.00482152309268713
13,0.9981278777122498,0.004910426214337349,0.9981922507286072,0.004582676105201244
14,0.9982069134712219,0.0046975878067314625,0.9983765482902527,0.004388031084090471
15,0.9982858896255493,0.004531781654804945,0.998467206954956,0.004253084771335125
16,0.9983516931533813,0.004376585129648447,0.9984409213066101,0.004216760862618685
17,0.9983707070350647,0.0042488533072173595,0.9985374212265015,0.0039878301322460175
18,0.9984555244445801,0.0041138543747365475,0.9983911514282227,0.00390633475035429
19,0.9984789490699768,0.004000793676823378,0.9985579252243042,0.0037915047723799944
20,0.9984847903251648,0.003905810881406069,0.9983765482902527,0.003728049574419856
21,0.9985081553459167,0.0038189380429685116,0.9987480640411377,0.0036509318742901087
22,0.9985213279724121,0.0037192662712186575,0.9987480640411377,0.0035374921280890703
23,0.9985418319702148,0.0036453776992857456,0.9985696077346802,0.003458659164607525
24,0.9985725283622742,0.003566842060536146,0.9986427426338196,0.003402737667784095
25,0.9986544251441956,0.0035153324715793133,0.9986280798912048,0.0033556355629116297
26,0.9986280798912048,0.003446961985900998,0.9988152980804443,0.0033403087873011827
27,0.9986749291419983,0.0034089351538568735,0.998715877532959,0.0032137639354914427
28,0.9987085461616516,0.0033531002700328827,0.9986866116523743,0.003218777244910598
29,0.9987640976905823,0.0033034994266927242,0.9989674091339111,0.003153851255774498
30,0.9988080263137817,0.0032627531327307224,0.9987772703170776,0.0031079258769750595
31,0.9988051056861877,0.0032308995723724365,0.9987568259239197,0.0031287900637835264
32,0.9988284707069397,0.0031837609130889177,0.9987831115722656,0.0030634584836661816
33,0.9987860918045044,0.0031762965954840183,0.9988241195678711,0.0029837319161742926
34,0.9988518953323364,0.0031157273333519697,0.9987801909446716,0.0030058720149099827
35,0.998853325843811,0.0031116330064833164,0.9987977743148804,0.003000906901434064
36,0.9988606572151184,0.00307941110804677,0.9990259408950806,0.002950962632894516
37,0.9988767504692078,0.003044462762773037,0.9991400241851807,0.0029421790968626738
38,0.9989235401153564,0.0030107800848782063,0.998715877532959,0.0028901072219014168
39,0.9989030957221985,0.0029847894329577684,0.9989440441131592,0.0028831062372773886
40,0.9989922642707825,0.002948977518826723,0.9989615678787231,0.002863551490008831
41,0.9989454746246338,0.0029395169112831354,0.9987801909446716,0.0028864184860140085
42,0.9989557266235352,0.0029114154167473316,0.9987831115722656,0.002935937140136957
43,0.9989644885063171,0.0029086219146847725,0.9989528059959412,0.002803739858791232
44,0.9989747405052185,0.0028507558163255453,0.9989615678787231,0.002848820062354207
45,0.9989674091339111,0.002852906007319689,0.9989528059959412,0.0028037221636623144
46,0.9989293813705444,0.0028265074361115694,0.9989381432533264,0.002767621073871851
47,0.9989995956420898,0.0028133282903581858,0.9989586472511292,0.0027291588485240936
48,0.9989879131317139,0.0027981919702142477,0.9989381432533264,0.0027203201316297054
49,0.9989601373672485,0.002759968163445592,0.9989352226257324,0.002731679007411003
50,0.9989820718765259,0.0027595555875450373,0.9989176988601685,0.002667439403012395
51,0.9989922642707825,0.0027342585381120443,0.9991663098335266,0.0026536909863352776
52,0.9989879131317139,0.002722963457927108,0.9989176988601685,0.002690255641937256
53,0.9990141987800598,0.0027045041788369417,0.9989147782325745,0.0026586968451738358
54,0.9989864230155945,0.0026895736809819937,0.9990288615226746,0.0026559075340628624
55,0.9990668892860413,0.002660372294485569,0.9989323019981384,0.0026410422287881374
56,0.9990171790122986,0.002643959829583764,0.9989118576049805,0.0027427636086940765
57,0.9990215301513672,0.002628138056024909,0.9989498853683472,0.0026555589865893126
58,0.9989791512489319,0.002639009617269039,0.9990463852882385,0.0026584500446915627
59,0.9990332126617432,0.002611917443573475,0.9989264607429504,0.0026345287915319204
60,0.9989718198776245,0.0026125949807465076,0.9989557266235352,0.0027885036543011665
61,0.9990156888961792,0.0026076813228428364,0.9990463852882385,0.0026441137306392193
62,0.9990186095237732,0.0025752235669642687,0.9990434646606445,0.002539270091801882
63,0.9990273714065552,0.002551684156060219,0.9991633892059326,0.002548021264374256
64,0.9989981651306152,0.0025560669600963593,0.9991633892059326,0.0025109846610575914
